t,success,mid,pmt,pg,sub_type,hr,bank,time
5,5,fanfight,CARD,GOCASHFREE,,2020-02-12 08,Union Bank of India,2020021208
2,2,zivame,CARD,PAYU,,2020-02-12 14,Union Bank of India,2020021214
15,6,fanfight,CARD,GOCASHFREE,,2020-02-12 13,Union Bank of India,2020021213
1,0,fanfight,CARD,GOCASHFREE,,2020-02-14 08,Union Bank of India,2020021408
4,3,zivame,CARD,PAYU,,2020-02-14 11,Union Bank of India,2020021411
2,2,urbanclap,CARD,PAYTM,,2020-02-14 09,Union Bank of India,2020021409
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 09,Union Bank of India,2020021409
4,3,purplle.com,CARD,PAYTM,,2020-02-14 08,Union Bank of India,2020021408
4,3,purplle.com,CARD,PAYTM,,2020-02-14 03,Union Bank of India,2020021403
1,1,medlife_prod,CARD,TPSL,,2020-02-14 19,Union Bank of India,2020021419
5,1,medlife_prod,CARD,TPSL,,2020-02-13 08,Union Bank of India,2020021308
5,0,drivezy,CARD,GOCASHFREE,,2020-02-13 07,Union Bank of India,2020021307
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 06,Union Bank of India,2020021306
4,3,pharmeasytech,CARD,PAYU,,2020-02-13 15,Union Bank of India,2020021315
2,2,urbanclap,CARD,PAYTM,,2020-02-13 14,Union Bank of India,2020021314
1,0,countrydelight,CARD,PAYU,,2020-02-14 12,Union Bank of India,2020021412
2,2,fanfight,CARD,RAZORPAY,,2020-02-14 07,Union Bank of India,2020021407
4,0,zivame,CARD,PAYU,,2020-02-14 12,Union Bank of India,2020021412
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 20,Union Bank of India,2020021420
1,1,zivame,CARD,PAYU,,2020-02-14 19,Union Bank of India,2020021419
2,2,purplle.com,CARD,PAYTM,,2020-02-12 01,Union Bank of India,2020021201
1,1,urbanclap,CARD,PAYTM,,2020-02-12 07,Union Bank of India,2020021207
3,3,countrydelight,CARD,PAYU,,2020-02-12 10,Union Bank of India,2020021210
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 10,Union Bank of India,2020021210
5,1,urbanclap,CARD,PAYTM,,2020-02-12 17,Union Bank of India,2020021217
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 13,Union Bank of India,2020021213
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 16,Union Bank of India,2020021216
4,3,fanfight,CARD,RAZORPAY,,2020-02-12 15,Union Bank of India,2020021215
1,1,purplle.com,CARD,PAYTM,,2020-02-14 10,Union Bank of India,2020021410
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 21,Union Bank of India,2020021421
1,0,drivezy,CARD,GOCASHFREE,,2020-02-14 14,Union Bank of India,2020021414
3,1,urbanclap,CARD,PAYTM,,2020-02-13 06,Union Bank of India,2020021306
6,1,zivame,CARD,HDFC,,2020-02-13 08,Union Bank of India,2020021308
1,1,purplle.com,CARD,PAYTM,,2020-02-13 03,Union Bank of India,2020021303
1,1,purplle.com,CARD,PAYTM,,2020-02-13 04,Union Bank of India,2020021304
1,1,zivame,CARD,PAYU,,2020-02-13 17,Union Bank of India,2020021317
11,2,fanfight,CARD,GOCASHFREE,,2020-02-13 21,Union Bank of India,2020021321
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 00,Union Bank of India,2020021200
1,1,zivame,CARD,PAYU,,2020-02-12 09,Union Bank of India,2020021209
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 09,Union Bank of India,2020021209
4,3,medlife_prod,CARD,TPSL,,2020-02-12 10,Union Bank of India,2020021210
3,2,pharmeasytech,CARD,PAYU,,2020-02-12 13,Union Bank of India,2020021213
3,0,zivame,CARD,HDFC,,2020-02-12 08,Union Bank of India,2020021208
1,1,urbanclap,CARD,PAYTM,,2020-02-12 12,Union Bank of India,2020021212
4,4,pharmeasytech,CARD,PAYU,,2020-02-12 05,Union Bank of India,2020021205
2,2,urbanclap,CARD,PAYTM,,2020-02-12 14,Union Bank of India,2020021214
1,0,zivame,CARD,HDFC,,2020-02-12 13,Union Bank of India,2020021213
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 14,Union Bank of India,2020021214
3,1,medlife_prod,CARD,TPSL,,2020-02-12 06,Union Bank of India,2020021206
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 07,Union Bank of India,2020021207
1,1,urbanclap,CARD,PAYTM,,2020-02-12 13,Union Bank of India,2020021213
2,2,medlife_prod,CARD,TPSL,,2020-02-12 12,Union Bank of India,2020021212
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 17,Union Bank of India,2020021217
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 23,Union Bank of India,2020021223
1,1,zivame,CARD,HDFC,,2020-02-12 15,Union Bank of India,2020021215
1,1,medlife_prod,CARD,TPSL,,2020-02-12 13,Union Bank of India,2020021213
2,1,medlife_prod,CARD,TPSL,,2020-02-13 02,Union Bank of India,2020021302
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 07,Union Bank of India,2020021307
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 03,Union Bank of India,2020021303
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 07,Union Bank of India,2020021307
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,Union Bank of India,2020021305
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 19,Union Bank of India,2020021219
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 17,Union Bank of India,2020021217
1,1,purplle.com,CARD,PAYTM,,2020-02-14 12,Union Bank of India,2020021412
1,0,countrydelight,CARD,PAYU,,2020-02-14 08,Union Bank of India,2020021408
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 12,Union Bank of India,2020021212
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 09,Union Bank of India,2020021209
2,2,zivame,CARD,PAYU,,2020-02-12 16,Union Bank of India,2020021216
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 04,Union Bank of India,2020021304
7,1,purplle.com,CARD,PAYTM,,2020-02-13 07,Union Bank of India,2020021307
1,1,zivame,CARD,HDFC,,2020-02-13 19,Union Bank of India,2020021319
2,2,zivame,CARD,PAYU,,2020-02-14 02,Union Bank of India,2020021402
1,1,countrydelight,CARD,PAYU,,2020-02-14 01,Union Bank of India,2020021401
1,0,fanfight,CARD,RAZORPAY,,2020-02-14 04,Union Bank of India,2020021404
1,0,zivame,CARD,HDFC,,2020-02-14 15,Union Bank of India,2020021415
2,0,purplle.com,CARD,PAYTM,,2020-02-13 11,Union Bank of India,2020021311
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 18,Union Bank of India,2020021318
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 17,Union Bank of India,2020021317
1,1,zivame,CARD,HDFC,,2020-02-13 06,Union Bank of India,2020021306
1,1,purplle.com,CARD,PAYTM,,2020-02-12 04,Union Bank of India,2020021204
1,1,purplle.com,CARD,PAYTM,,2020-02-13 02,Union Bank of India,2020021302
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 19,Union Bank of India,2020021319
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 05,Union Bank of India,2020021405
3,2,pharmeasytech,CARD,PAYU,,2020-02-14 14,Union Bank of India,2020021414
4,3,pharmeasytech,CARD,PAYU,,2020-02-14 11,Union Bank of India,2020021411
2,2,zivame,CARD,PAYU,,2020-02-14 08,Union Bank of India,2020021408
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 16,Union Bank of India,2020021416
3,3,countrydelight,CARD,PAYU,,2020-02-14 14,Union Bank of India,2020021414
9,3,fanfight,CARD,GOCASHFREE,,2020-02-14 19,Union Bank of India,2020021419
9,5,fanfight,CARD,RAZORPAY,,2020-02-14 15,Union Bank of India,2020021415
3,1,purplle.com,CARD,PAYTM,,2020-02-14 16,Union Bank of India,2020021416
2,2,zivame,CARD,HDFC,,2020-02-14 13,Union Bank of India,2020021413
4,4,purplle.com,CARD,PAYTM,,2020-02-12 03,Union Bank of India,2020021203
2,1,zivame,CARD,HDFC,,2020-02-12 06,Union Bank of India,2020021206
1,0,urbanclap,CARD,PAYTM,,2020-02-12 05,Union Bank of India,2020021205
2,2,fanfight,CARD,RAZORPAY,,2020-02-12 14,Union Bank of India,2020021214
9,1,fanfight,CARD,GOCASHFREE,,2020-02-14 01,Union Bank of India,2020021401
2,1,medlife_prod,CARD,TPSL,,2020-02-14 02,Union Bank of India,2020021402
3,3,pharmeasytech,CARD,PAYU,,2020-02-14 07,Union Bank of India,2020021407
6,1,fanfight,CARD,RAZORPAY,,2020-02-14 05,Union Bank of India,2020021405
3,2,zivame,CARD,PAYU,,2020-02-14 06,Union Bank of India,2020021406
2,1,medlife_prod,CARD,TPSL,,2020-02-14 01,Union Bank of India,2020021401
4,4,medlife_prod,CARD,TPSL,,2020-02-14 05,Union Bank of India,2020021405
2,2,zivame,CARD,PAYU,,2020-02-14 09,Union Bank of India,2020021409
1,1,urbanclap,CARD,PAYTM,,2020-02-14 04,Union Bank of India,2020021404
2,2,medlife_prod,CARD,TPSL,,2020-02-14 10,Union Bank of India,2020021410
1,1,purplle.com,CARD,PAYTM,,2020-02-14 19,Union Bank of India,2020021419
12,11,fanfight,CARD,GOCASHFREE,,2020-02-14 15,Union Bank of India,2020021415
2,1,drivezy,CARD,GOCASHFREE,,2020-02-14 13,Union Bank of India,2020021413
2,1,fanfight,CARD,RAZORPAY,,2020-02-14 13,Union Bank of India,2020021413
3,1,purplle.com,CARD,PAYTM,,2020-02-14 09,Union Bank of India,2020021409
2,1,zivame,CARD,HDFC,,2020-02-14 11,Union Bank of India,2020021411
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 11,Union Bank of India,2020021411
3,1,medlife_prod,CARD,TPSL,,2020-02-14 03,Union Bank of India,2020021403
2,2,zivame,CARD,PAYU,,2020-02-14 16,Union Bank of India,2020021416
3,3,urbanclap,CARD,PAYTM,,2020-02-14 12,Union Bank of India,2020021412
1,1,urbanclap,CARD,PAYTM,,2020-02-14 01,Union Bank of India,2020021401
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 06,Union Bank of India,2020021406
1,1,urbanclap,CARD,PAYTM,,2020-02-14 18,Union Bank of India,2020021418
3,1,fanfight,CARD,GOCASHFREE,,2020-02-13 09,Union Bank of India,2020021309
15,6,fanfight,CARD,GOCASHFREE,,2020-02-13 11,Union Bank of India,2020021311
4,3,pharmeasytech,CARD,PAYU,,2020-02-13 08,Union Bank of India,2020021308
9,2,fanfight,CARD,GOCASHFREE,,2020-02-13 14,Union Bank of India,2020021314
15,10,fanfight,CARD,GOCASHFREE,,2020-02-13 13,Union Bank of India,2020021313
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 02,Union Bank of India,2020021402
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 12,Union Bank of India,2020021212
8,3,fanfight,CARD,GOCASHFREE,,2020-02-12 11,Union Bank of India,2020021211
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 06,Union Bank of India,2020021206
6,2,pharmeasytech,CARD,PAYU,,2020-02-12 03,Union Bank of India,2020021203
6,0,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Union Bank of India,2020021201
2,2,zivame,CARD,PAYU,,2020-02-12 07,Union Bank of India,2020021207
4,4,pharmeasytech,CARD,PAYU,,2020-02-12 04,Union Bank of India,2020021204
2,2,medlife_prod,CARD,TPSL,,2020-02-12 02,Union Bank of India,2020021202
3,3,medlife_prod,CARD,TPSL,,2020-02-12 04,Union Bank of India,2020021204
1,1,zivame,CARD,PAYU,,2020-02-12 06,Union Bank of India,2020021206
4,4,fanfight,CARD,GOCASHFREE,,2020-02-12 14,Union Bank of India,2020021214
1,1,purplle.com,CARD,PAYTM,,2020-02-12 16,Union Bank of India,2020021216
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 17,Union Bank of India,2020021217
5,5,fanfight,CARD,GOCASHFREE,,2020-02-14 11,Union Bank of India,2020021411
2,1,purplle.com,CARD,PAYTM,,2020-02-14 14,Union Bank of India,2020021414
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 15,Union Bank of India,2020021415
1,1,urbanclap,CARD,PAYTM,,2020-02-13 04,Union Bank of India,2020021304
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 12,Union Bank of India,2020021312
4,1,purplle.com,CARD,PAYTM,,2020-02-13 12,Union Bank of India,2020021312
4,1,drivezy,CARD,GOCASHFREE,,2020-02-13 03,Union Bank of India,2020021303
8,0,fanfight,CARD,GOCASHFREE,,2020-02-13 22,Union Bank of India,2020021322
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 16,Union Bank of India,2020021316
1,0,zivame,CARD,HDFC,,2020-02-13 14,Union Bank of India,2020021314
1,0,fanfight,CARD,GOCASHFREE,,2020-02-13 23,Union Bank of India,2020021323
1,1,medlife_prod,CARD,TPSL,,2020-02-12 11,Union Bank of India,2020021211
2,2,purplle.com,CARD,PAYTM,,2020-02-12 07,Union Bank of India,2020021207
4,2,pharmeasytech,CARD,PAYU,,2020-02-13 12,Union Bank of India,2020021312
3,3,countrydelight,CARD,PAYU,,2020-02-13 15,Union Bank of India,2020021315
1,0,zivame,CARD,PAYU,,2020-02-13 11,Union Bank of India,2020021311
1,1,purplle.com,CARD,PAYTM,,2020-02-13 05,Union Bank of India,2020021305
2,2,fanfight,CARD,GOCASHFREE,,2020-02-13 00,Union Bank of India,2020021300
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 23,Union Bank of India,2020021323
3,3,purplle.com,CARD,PAYTM,,2020-02-12 14,Union Bank of India,2020021214
1,1,urbanclap,CARD,PAYTM,,2020-02-12 06,Union Bank of India,2020021206
1,1,purplle.com,CARD,PAYTM,,2020-02-12 18,Union Bank of India,2020021218
1,1,purplle.com,CARD,PAYTM,,2020-02-12 13,Union Bank of India,2020021213
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 04,Union Bank of India,2020021304
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 01,Union Bank of India,2020021301
1,0,fanfight,CARD,RAZORPAY,,2020-02-13 01,Union Bank of India,2020021301
4,1,fanfight,CARD,RAZORPAY,,2020-02-13 14,Union Bank of India,2020021314
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 06,Union Bank of India,2020021306
1,1,countrydelight,CARD,PAYU,,2020-02-13 13,Union Bank of India,2020021313
3,1,purplle.com,CARD,PAYTM,,2020-02-13 16,Union Bank of India,2020021316
1,0,purplle.com,CARD,PAYTM,,2020-02-13 15,Union Bank of India,2020021315
2,1,zivame,CARD,PAYU,,2020-02-13 15,Union Bank of India,2020021315
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 15,Union Bank of India,2020021315
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 10,Union Bank of India,2020021310
1,1,purplle.com,CARD,PAYTM,,2020-02-12 10,Union Bank of India,2020021210
2,0,drivezy,CARD,GOCASHFREE,,2020-02-12 05,Union Bank of India,2020021205
1,1,medlife_prod,CARD,TPSL,,2020-02-12 16,Union Bank of India,2020021216
1,1,purplle.com,CARD,PAYTM,,2020-02-14 11,Union Bank of India,2020021411
1,1,zivame,CARD,PAYU,,2020-02-14 03,Union Bank of India,2020021403
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 07,Union Bank of India,2020021407
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 11,Union Bank of India,2020021411
2,0,urbanclap,CARD,PAYTM,,2020-02-14 15,Union Bank of India,2020021415
1,1,zivame,CARD,HDFC,,2020-02-12 10,Union Bank of India,2020021210
2,2,purplle.com,CARD,PAYTM,,2020-02-12 08,Union Bank of India,2020021208
1,1,urbanclap,CARD,PAYTM,,2020-02-13 10,Union Bank of India,2020021310
4,3,drivezy,CARD,GOCASHFREE,,2020-02-13 05,Union Bank of India,2020021305
1,1,zivame,CARD,HDFC,,2020-02-14 17,Union Bank of India,2020021417
2,2,zivame,CARD,PAYU,,2020-02-14 04,Union Bank of India,2020021404
1,1,urbanclap,CARD,PAYTM,,2020-02-14 10,Union Bank of India,2020021410
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 18,Union Bank of India,2020021418
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 01,Union Bank of India,2020021301
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 13,Union Bank of India,2020021313
2,1,fanfight,CARD,RAZORPAY,,2020-02-13 15,Union Bank of India,2020021315
1,0,medlife_prod,CARD,TPSL,,2020-02-13 11,Union Bank of India,2020021311
1,1,medlife_prod,CARD,TPSL,,2020-02-13 17,Union Bank of India,2020021317
2,2,zivame,CARD,HDFC,,2020-02-13 16,Union Bank of India,2020021316
1,1,zivame,CARD,PAYU,,2020-02-12 10,Union Bank of India,2020021210
1,1,zivame,CARD,HDFC,,2020-02-13 03,Union Bank of India,2020021303
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 02,Union Bank of India,2020021302
1,1,zivame,CARD,PAYU,,2020-02-13 19,Union Bank of India,2020021319
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 10,Union Bank of India,2020021210
1,1,countrydelight,CARD,PAYU,,2020-02-14 09,Union Bank of India,2020021409
1,1,countrydelight,CARD,PAYU,,2020-02-12 06,Union Bank of India,2020021206
1,1,zivame,CARD,PAYU,,2020-02-12 13,Union Bank of India,2020021213
6,1,fanfight,CARD,GOCASHFREE,,2020-02-14 04,Union Bank of India,2020021404
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 10,Union Bank of India,2020021410
3,0,fanfight,CARD,GOCASHFREE,,2020-02-14 09,Union Bank of India,2020021409
8,2,fanfight,CARD,GOCASHFREE,,2020-02-14 05,Union Bank of India,2020021405
3,2,medlife_prod,CARD,TPSL,,2020-02-14 16,Union Bank of India,2020021416
11,5,fanfight,CARD,GOCASHFREE,,2020-02-14 14,Union Bank of India,2020021414
6,3,pharmeasytech,CARD,PAYU,,2020-02-14 13,Union Bank of India,2020021413
3,2,medlife_prod,CARD,TPSL,,2020-02-14 15,Union Bank of India,2020021415
1,1,zivame,CARD,PAYU,,2020-02-14 07,Union Bank of India,2020021407
5,4,pharmeasytech,CARD,PAYU,,2020-02-14 04,Union Bank of India,2020021404
4,4,pharmeasytech,CARD,PAYU,,2020-02-14 06,Union Bank of India,2020021406
1,1,urbanclap,CARD,PAYTM,,2020-02-14 05,Union Bank of India,2020021405
1,1,purplle.com,CARD,PAYTM,,2020-02-14 18,Union Bank of India,2020021418
10,9,fanfight,CARD,GOCASHFREE,,2020-02-12 02,Union Bank of India,2020021202
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 10,Union Bank of India,2020021210
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 05,Union Bank of India,2020021205
1,1,purplle.com,CARD,PAYTM,,2020-02-12 11,Union Bank of India,2020021211
4,3,pharmeasytech,CARD,PAYU,,2020-02-12 07,Union Bank of India,2020021207
9,5,purplle.com,CARD,PAYTM,,2020-02-12 17,Union Bank of India,2020021217
3,2,medlife_prod,CARD,TPSL,,2020-02-14 11,Union Bank of India,2020021411
1,1,urbanclap,CARD,PAYTM,,2020-02-14 03,Union Bank of India,2020021403
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 02,Union Bank of India,2020021402
1,1,purplle.com,CARD,PAYTM,,2020-02-14 05,Union Bank of India,2020021405
2,1,zivame,CARD,PAYU,,2020-02-14 14,Union Bank of India,2020021414
1,1,medlife_prod,CARD,TPSL,,2020-02-14 21,Union Bank of India,2020021421
11,0,fanfight,CARD,GOCASHFREE,,2020-02-14 02,Union Bank of India,2020021402
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 01,Union Bank of India,2020021401
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 12,Union Bank of India,2020021412
4,4,pharmeasytech,CARD,PAYU,,2020-02-14 08,Union Bank of India,2020021408
1,0,drivezy,CARD,GOCASHFREE,,2020-02-14 17,Union Bank of India,2020021417
4,3,purplle.com,CARD,PAYTM,,2020-02-14 13,Union Bank of India,2020021413
3,3,pharmeasytech,CARD,PAYU,,2020-02-14 10,Union Bank of India,2020021410
1,1,urbanclap,CARD,PAYTM,,2020-02-14 07,Union Bank of India,2020021407
3,0,fanfight,CARD,RAZORPAY,,2020-02-14 10,Union Bank of India,2020021410
4,2,fanfight,CARD,GOCASHFREE,,2020-02-14 10,Union Bank of India,2020021410
1,1,urbanclap,CARD,PAYTM,,2020-02-14 14,Union Bank of India,2020021414
2,2,medlife_prod,CARD,TPSL,,2020-02-13 03,Union Bank of India,2020021303
4,0,pharmeasytech,CARD,PAYU,,2020-02-13 10,Union Bank of India,2020021310
3,1,pharmeasytech,CARD,PAYU,,2020-02-13 09,Union Bank of India,2020021309
4,0,medlife_prod,CARD,TPSL,,2020-02-13 07,Union Bank of India,2020021307
1,1,urbanclap,CARD,PAYTM,,2020-02-13 05,Union Bank of India,2020021305
9,0,zivame,CARD,PAYU,,2020-02-13 07,Union Bank of India,2020021307
6,2,fanfight,CARD,GOCASHFREE,,2020-02-13 12,Union Bank of India,2020021312
3,3,drivezy,CARD,GOCASHFREE,,2020-02-13 16,Union Bank of India,2020021316
4,2,zivame,CARD,HDFC,,2020-02-13 10,Union Bank of India,2020021310
4,2,zivame,CARD,PAYU,,2020-02-13 16,Union Bank of India,2020021316
18,1,fanfight,CARD,GOCASHFREE,,2020-02-13 20,Union Bank of India,2020021320
8,1,fanfight,CARD,GOCASHFREE,,2020-02-14 12,Union Bank of India,2020021412
3,2,medlife_prod,CARD,TPSL,,2020-02-14 08,Union Bank of India,2020021408
1,1,purplle.com,CARD,PAYTM,,2020-02-14 06,Union Bank of India,2020021406
3,1,purplle.com,CARD,PAYTM,,2020-02-12 05,Union Bank of India,2020021205
2,2,zivame,CARD,PAYU,,2020-02-12 08,Union Bank of India,2020021208
3,3,purplle.com,CARD,PAYTM,,2020-02-12 02,Union Bank of India,2020021202
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 03,Union Bank of India,2020021203
12,10,fanfight,CARD,GOCASHFREE,,2020-02-12 15,Union Bank of India,2020021215
3,3,medlife_prod,CARD,TPSL,,2020-02-12 05,Union Bank of India,2020021205
1,1,zivame,CARD,PAYU,,2020-02-12 12,Union Bank of India,2020021212
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 18,Union Bank of India,2020021218
2,1,countrydelight,CARD,PAYU,,2020-02-12 14,Union Bank of India,2020021214
2,1,pharmeasytech,CARD,PAYU,,2020-02-14 03,Union Bank of India,2020021403
2,2,countrydelight,CARD,PAYU,,2020-02-14 07,Union Bank of India,2020021407
2,1,urbanclap,CARD,PAYTM,,2020-02-13 12,Union Bank of India,2020021312
5,3,medlife_prod,CARD,TPSL,,2020-02-13 05,Union Bank of India,2020021305
1,1,purplle.com,CARD,PAYTM,,2020-02-13 06,Union Bank of India,2020021306
4,3,medlife_prod,CARD,TPSL,,2020-02-13 04,Union Bank of India,2020021304
1,1,zivame,CARD,PAYU,,2020-02-13 04,Union Bank of India,2020021304
2,2,urbanclap,CARD,PAYTM,,2020-02-12 11,Union Bank of India,2020021211
2,1,fanfight,CARD,RAZORPAY,,2020-02-12 09,Union Bank of India,2020021209
3,3,purplle.com,CARD,PAYTM,,2020-02-12 12,Union Bank of India,2020021212
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 15,Union Bank of India,2020021215
5,3,purplle.com,CARD,PAYTM,,2020-02-12 15,Union Bank of India,2020021215
1,1,medlife_prod,CARD,TPSL,,2020-02-12 08,Union Bank of India,2020021208
1,1,zivame,CARD,PAYU,,2020-02-12 15,Union Bank of India,2020021215
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 11,Union Bank of India,2020021311
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 09,Union Bank of India,2020021309
4,1,fanfight,CARD,GOCASHFREE,,2020-02-13 10,Union Bank of India,2020021310
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 08,Union Bank of India,2020021308
2,2,countrydelight,CARD,PAYU,,2020-02-12 16,Union Bank of India,2020021216
1,1,medlife_prod,CARD,TPSL,,2020-02-12 07,Union Bank of India,2020021207
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 09,Union Bank of India,2020021209
1,1,countrydelight,CARD,PAYU,,2020-02-13 05,Union Bank of India,2020021305
1,1,zivame,CARD,PAYU,,2020-02-13 03,Union Bank of India,2020021303
4,2,purplle.com,CARD,PAYTM,,2020-02-13 08,Union Bank of India,2020021308
4,1,pharmeasytech,CARD,PAYU,,2020-02-13 11,Union Bank of India,2020021311
1,0,countrydelight,CARD,PAYU,,2020-02-13 12,Union Bank of India,2020021312
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 03,Union Bank of India,2020021303
3,1,fanfight,CARD,GOCASHFREE,,2020-02-13 16,Union Bank of India,2020021316
1,1,countrydelight,CARD,PAYU,,2020-02-12 04,Union Bank of India,2020021204
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 14,Union Bank of India,2020021314
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 07,Union Bank of India,2020021407
1,1,purplle.com,CARD,PAYU,,2020-02-14 02,Union Bank of India,2020021402
2,2,countrydelight,CARD,PAYU,,2020-02-14 15,Union Bank of India,2020021415
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 08,Union Bank of India,2020021308
1,0,countrydelight,CARD,PAYU,,2020-02-13 14,Union Bank of India,2020021314
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 13,Union Bank of India,2020021213
1,1,zivame,CARD,PAYU,,2020-02-13 05,Union Bank of India,2020021305
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 14,Union Bank of India,2020021314
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 19,Union Bank of India,2020021319
1,1,urbanclap,CARD,PAYTM,,2020-02-13 01,Union Bank of India,2020021301
1,1,medlife_prod,CARD,TPSL,,2020-02-12 09,Union Bank of India,2020021209
2,1,pharmeasytech,CARD,PAYU,,2020-02-12 02,Union Bank of India,2020021202
1,1,urbanclap,CARD,PAYTM,,2020-02-12 00,Union Bank of India,2020021200
1,1,countrydelight,CARD,PAYU,,2020-02-12 05,Union Bank of India,2020021205
2,2,countrydelight,CARD,PAYU,,2020-02-12 17,Union Bank of India,2020021217
1,0,medlife_prod,CARD,TPSL,,2020-02-14 13,Union Bank of India,2020021413
1,0,zivame,CARD,PAYU,,2020-02-14 05,Union Bank of India,2020021405
1,1,urbanclap,CARD,PAYTM,,2020-02-12 03,Union Bank of India,2020021203
2,2,countrydelight,CARD,PAYU,,2020-02-12 05,Indian Overseas Bank,2020021205
1,0,purplle.com,CARD,PAYTM,,2020-02-14 06,Indian Overseas Bank,2020021406
1,1,medlife_prod,CARD,TPSL,,2020-02-14 13,Indian Overseas Bank,2020021413
3,3,pharmeasytech,CARD,PAYU,,2020-02-14 07,Indian Overseas Bank,2020021407
1,0,zivame,CARD,PAYU,,2020-02-14 05,Indian Overseas Bank,2020021405
1,0,drivezy,CARD,GOCASHFREE,,2020-02-14 06,Indian Overseas Bank,2020021406
3,1,fanfight,CARD,GOCASHFREE,,2020-02-14 15,Indian Overseas Bank,2020021415
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 16,Indian Overseas Bank,2020021416
1,1,medlife_prod,CARD,TPSL,,2020-02-13 09,Indian Overseas Bank,2020021309
3,0,purplle.com,CARD,PAYTM,,2020-02-13 13,Indian Overseas Bank,2020021313
2,1,pharmeasytech,CARD,PAYU,,2020-02-14 08,Indian Overseas Bank,2020021408
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 12,Indian Overseas Bank,2020021212
2,1,purplle.com,CARD,PAYTM,,2020-02-12 05,Indian Overseas Bank,2020021205
